System,Dataset,Model,Avg_MAPE,Avg_MAE,Avg_RMSE
xz,large.tar.csv,LinearRegression,0.44254789490943197,1.8189214818319608,2.242739546221655
xz,large.tar.csv,RandomForest,0.02189846083577412,0.10069617537477987,0.14981575915448933
xz,large.tar.csv,DecisionTree,0.025065319990746193,0.11882685185185188,0.19515870175723185
xz,large.tar.csv,SVM,0.1190166516328603,0.5696873586591104,1.1881793860575638
xz,misc.tar.csv,LinearRegression,0.2301982837348363,0.08890335567695544,0.11915258390118282
xz,misc.tar.csv,RandomForest,0.046580029982666436,0.02054028646384479,0.05208878426069352
xz,misc.tar.csv,DecisionTree,0.05484934958857305,0.023813888888888895,0.05932869099950511
xz,misc.tar.csv,SVM,0.17110895991980787,0.06097208552820862,0.08411096304349226
xz,silesia.tar.csv,LinearRegression,0.9860528699335532,61.949450936785716,78.1025911693193
xz,silesia.tar.csv,RandomForest,0.02341412005951134,2.5299683851190444,5.160114770033762
xz,silesia.tar.csv,DecisionTree,0.02624263755541177,3.0256916666666656,6.771053947739637
xz,silesia.tar.csv,SVM,0.34732106718439115,53.501661952057496,116.98654360111328
xz,uiq-32.bin.csv,LinearRegression,1.245949118474889,71.0658747847546,90.10385331596318
xz,uiq-32.bin.csv,RandomForest,0.06239591673527667,9.892104300330686,27.676832088755422
xz,uiq-32.bin.csv,DecisionTree,0.07079799363024734,11.130763888888888,32.507189967345305
xz,uiq-32.bin.csv,SVM,0.5248576190917915,72.55419932982097,140.01037233839793
xz,uiq2-16.bin.csv,LinearRegression,1.1040418181328022,31.79916222197859,42.61718195448839
xz,uiq2-16.bin.csv,RandomForest,0.06935852866779785,5.292469350815696,16.832634106531653
xz,uiq2-16.bin.csv,DecisionTree,0.08487326645501493,6.377433333333333,20.712795704440612
xz,uiq2-16.bin.csv,SVM,0.44292835292442084,28.41298865909953,57.77365960408661
xz,uiq2-4.bin.csv,LinearRegression,0.6192689109749447,4.200692631522347,5.694610436729735
xz,uiq2-4.bin.csv,RandomForest,0.024592177321622503,0.2457227929453262,0.4361398473437495
xz,uiq2-4.bin.csv,DecisionTree,0.02707106345422534,0.28522685185185187,0.5324041408615852
xz,uiq2-4.bin.csv,SVM,0.17659624571634006,1.7731665416128484,5.034842100029466
xz,uiq2-8.bin.csv,LinearRegression,0.8361576163331268,11.59382417124778,15.326195734382573
xz,uiq2-8.bin.csv,RandomForest,0.06454445548626461,1.9908242858465617,5.489565484091347
xz,uiq2-8.bin.csv,DecisionTree,0.07390235782893823,2.312025,6.827918027413258
xz,uiq2-8.bin.csv,SVM,0.2928273266731221,7.952047736586728,16.502707161213248
xz,vmlinux-5.10.tar.csv,LinearRegression,0.28402488080619975,1.8340258570659005,2.232220977172709
xz,vmlinux-5.10.tar.csv,RandomForest,0.020679747875579916,0.15493047504409185,0.23593300785188
xz,vmlinux-5.10.tar.csv,DecisionTree,0.024088729268336176,0.18185462962962962,0.28097723623227827
xz,vmlinux-5.10.tar.csv,SVM,0.07427524542864089,0.5678292738927838,1.2641619229127208
z3,AUFNIRA_z3.637557.smt2.csv,LinearRegression,7.651632779640157,88.10939790458873,99.32372730796543
z3,AUFNIRA_z3.637557.smt2.csv,RandomForest,0.0037194080712392944,0.2882818481848132,0.5517207230169414
z3,AUFNIRA_z3.637557.smt2.csv,DecisionTree,0.004720478375794442,0.3669636963696375,0.7154975043127885
z3,AUFNIRA_z3.637557.smt2.csv,SVM,0.5738289861656647,98.88337774390914,188.11051995849323
z3,LRA_formula_277.smt2.csv,LinearRegression,0.10854503965304567,0.31733825644423724,0.3231395525351322
z3,LRA_formula_277.smt2.csv,RandomForest,0.003332245038216313,0.009245434543454015,0.016318652453367197
z3,LRA_formula_277.smt2.csv,DecisionTree,0.0038177724931883605,0.010869086908691317,0.02057922776776617
z3,LRA_formula_277.smt2.csv,SVM,0.03444429554186928,0.09612872074261065,0.10271856574018638
z3,QF_AUFBV_891_sqlite3.smt2.csv,LinearRegression,5.377426394437502,10.20682464927887,13.86248823176382
z3,QF_AUFBV_891_sqlite3.smt2.csv,RandomForest,0.06495770115066775,0.4069752475247506,1.1176656439236419
z3,QF_AUFBV_891_sqlite3.smt2.csv,DecisionTree,0.011494800553186987,0.3453795379537956,1.2617589211517581
z3,QF_AUFBV_891_sqlite3.smt2.csv,SVM,2.1750237943098587,9.064471479482194,18.12130145556982
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,LinearRegression,0.12880572582885652,0.9208789273309858,1.1284614019475772
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,RandomForest,0.004159850750005017,0.035031023102310314,0.05369590294860033
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,DecisionTree,0.00561985867771356,0.047843784378437865,0.07444680305060047
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,SVM,0.041511402747463566,0.33893179769123677,0.5270715558527308
z3,QF_BV_bench_3176.smt2.csv,LinearRegression,10.880567358671874,133.15499870261536,152.09641333266475
z3,QF_BV_bench_3176.smt2.csv,RandomForest,0.008709129562061399,1.4436314631463263,3.6239750841546496
z3,QF_BV_bench_3176.smt2.csv,DecisionTree,0.01029740850756393,1.7624312431243119,4.517390525113372
z3,QF_BV_bench_3176.smt2.csv,SVM,0.9598453423633181,130.36336076433142,265.9607178753318
z3,QF_BV_bench_935.smt2.csv,LinearRegression,18.803197937398497,93.15271097998387,96.85083143545499
z3,QF_BV_bench_935.smt2.csv,RandomForest,0.006734423273125633,0.9834577557755738,2.335645160131191
z3,QF_BV_bench_935.smt2.csv,DecisionTree,0.008006742055569636,1.165379537953795,2.8846342531749634
z3,QF_BV_bench_935.smt2.csv,SVM,1.3271887564628686,90.92253673821916,177.83800244097165
z3,QF_LIA_tightrhombus.csv,LinearRegression,0.695373863720357,0.5895533156984318,0.8046168083149136
z3,QF_LIA_tightrhombus.csv,RandomForest,0.007375262438609673,0.010331463146315051,0.01714826555796711
z3,QF_LIA_tightrhombus.csv,DecisionTree,0.008443592617732087,0.012662266226622807,0.022171175543495913
z3,QF_LIA_tightrhombus.csv,SVM,0.11017148886372613,0.1267916140187814,0.17610644391683747
z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,LinearRegression,0.05509896059810602,0.738500365052697,0.8711850196902127
z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,RandomForest,0.0011826299593450252,0.016619875320866062,0.02467004143277943
z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,DecisionTree,0.00149747084442483,0.021188118811881162,0.03220003535098611
z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,SVM,0.012688049421720153,0.16143441454872917,0.22303621017098885
z3,QF_NRA_hong_9.smt2.csv,LinearRegression,0.0022031300539813938,0.009302230487925592,0.01577689338269173
z3,QF_NRA_hong_9.smt2.csv,RandomForest,0.0023764059188447796,0.0100124312431244,0.017450291069713363
z3,QF_NRA_hong_9.smt2.csv,DecisionTree,0.003076890553980077,0.013003300330033066,0.024623962702194968
z3,QF_NRA_hong_9.smt2.csv,SVM,0.025242289336286573,0.10062784964699523,0.10417331310102912
z3,QF_RDL_orb08_888.smt2.csv,LinearRegression,0.029130670976058592,0.26668395002032763,0.3348052952586799
z3,QF_RDL_orb08_888.smt2.csv,RandomForest,0.00396913594581591,0.03965654565456605,0.05200187275700355
z3,QF_RDL_orb08_888.smt2.csv,DecisionTree,0.005122434001332676,0.05114411441144112,0.06807327350332402
z3,QF_RDL_orb08_888.smt2.csv,SVM,0.010136994524659377,0.09518879158677034,0.11838574095122227
z3,QF_UFLIA_xs_23_43.smt2.csv,LinearRegression,0.37944858702776624,8.137915642725131,9.769186233187453
z3,QF_UFLIA_xs_23_43.smt2.csv,RandomForest,0.005305599382549817,0.16849064906490743,0.3203824635042271
z3,QF_UFLIA_xs_23_43.smt2.csv,DecisionTree,0.006513380523166468,0.2025192519251925,0.4171925934672141
z3,QF_UFLIA_xs_23_43.smt2.csv,SVM,0.20849247372666613,6.090487248374184,11.349361625747699
z3,QF_UF_PEQ018_size6.smt2.csv,LinearRegression,10.10279881398654,158.83554041502177,198.7458904888977
z3,QF_UF_PEQ018_size6.smt2.csv,RandomForest,0.0050870984675870715,0.31125489548953467,0.5862647431912119
z3,QF_UF_PEQ018_size6.smt2.csv,DecisionTree,0.006524152996897907,0.41908690869086945,0.8131130908976717
z3,QF_UF_PEQ018_size6.smt2.csv,SVM,0.6252296160356967,123.30539501803979,295.93012717202595
